name,O,OH,U_param,spin,oxidation_states_A,oxidation_states_B,electronegativity_A,electronegativity_B,Tolerance_factor,Octahedral_factor,ionic_ration_AO,ionic_ration_BO,Diff_A_O,Diff_B_O,Z_1,atomic_radius_1,mendeleev_no_1,common_oxi_states_1,X_1,thermal_conductivity1,average_ionic_radius1,atomic_orbitals1,V_B_O_sigma,V_B_O_pi
La2Ru2O6,0.32682601,,0,1,6,3,1.1,2.2,0.895202338,0.524603175,0.93015873,0.524603175,-2.34,-1.24,25,1.01,79.6,0,2.724,26.615948,1.1226,-1.0749364,-0.046062567,0.026594236
Ba2Ag2O6,5.21504101,2.313518695,0,1,4,1,0.89,1.93,0.828640759,0.862433862,1.182539683,0.862433862,-2.55,-1.51,25.4,1.11,77.6,-0.6,2.628,89.615948,1.271333333,-1.1912286,-0.016382557,0.009458474
Na2Rh2O6,3.16221801,,0,1,2,3,0.93,2.28,0.853465541,0.591269841,0.920634921,0.591269841,-2.51,-1.16,16,0.99,75.8,-0.4,2.706,58.015948,1.137,-1.5005984,-0.03567009,0.020594136
LaCaNb2O6,-2.23023799,-2.200379305,0,1,5,5,1.05,1.6,0.821331723,0.650793651,0.917460317,0.650793651,-2.39,-1.84,20.7,1.025,76.1,0.3,2.594,32.115948,1.1512,-0.9575202,-0.045979948,0.026546535
BaNaIr2O6,2.67618101,,0,1,3,3,0.91,2.2,0.90265236,0.607142857,1.051587302,0.607142857,-2.53,-1.24,26.9,1.025,76.3,-0.3,2.686,45.815948,1.174,-0.7801562,-0.040770942,0.023539114
La2Ag2O6,4.89090301,1.699267695,0,1,6,1,1.1,1.93,0.732819755,0.862433862,0.93015873,0.862433862,-2.34,-1.51,25.6,1.07,81.4,-0.4,2.67,88.615948,1.207733333,-1.1938818,-0.016382557,0.009458474
Na2Os2O6,0.69344301,-0.927046305,0,1,2,4,0.93,2.2,0.885255256,0.534126984,0.920634921,0.534126984,-2.51,-1.24,22.2,0.98,75.4,-0.2,2.69,45.615948,1.1226,-0.9737952,-0.052177822,0.03012488
LaBaTi2O6,-0.68405799,-0.911061305,0,1,5,4,0.995,1.54,0.867614998,0.675925926,1.056349206,0.675925926,-2.445,-1.9,20.5,1.05,75.5,0.1,2.571,7.515948,1.192533333,-0.5813584,-0.023694947,0.013680284
CaBaV2O6,0.07303001,-0.167634305,3.25,1,4,5,0.945,1.63,0.893644153,0.617063492,1.043650794,0.617063492,-2.495,-1.81,17,1.025,74.4,0.2,2.579,28.015948,1.1745,-0.5840486,-0.023622133,0.013638245
LaBiTi2O6,-1.60725899,,0,1,6,4,1.56,1.54,0.791434985,0.675925926,0.875793651,0.675925926,-1.88,-1.9,23.2,0.995,82.8,0.2,2.684,6.515948,1.147033333,-0.6120746,-0.023694947,0.013680284
BaSrSc2O6,5.39277401,2.160701695,0,1,4,3,0.92,1.36,0.878526607,0.702380952,1.115079365,0.702380952,-2.52,-2.08,18.4,1.095,67.3,-0.2,2.52,8.515948,1.214,-0.7115412,-0.026422852,0.01525524
Pb2Pt2O6,3.27113901,,0,1,4,2,2.33,2.28,0.815826589,0.638888889,0.890873016,0.638888889,-1.11,-1.16,36.8,0.99,90.6,-0.4,2.986,21.415948,1.1415,-0.6265162,-0.036128856,0.020859005
LaTlHf2O6,2.97680701,-0.845037305,0,1,4,4,1.36,1.3,0.841909484,0.674603175,0.993849206,0.674603175,-2.08,-2.14,33,1.055,81.7,0,2.596,10.515948,1.17645,-0.5978355,-0.050796367,0.029327296
BaNaPb2O6,4.69816501,0.942399695,0,1,3,2,0.91,2.33,0.767207148,0.890873016,1.051587302,0.890873016,-2.53,-1.11,27.9,1.115,79.5,-0.5,2.712,22.815948,1.2455,-0.8124914,0.019028072,-0.009514036
PbBiHf2O6,-0.56982299,,0,1,5,4,2.175,1.3,0.783765869,0.674603175,0.856150794,0.674603175,-1.265,-2.14,35.7,1.01,87.5,0.1,2.759,8.915948,1.14175,-0.6344418,-0.050796367,0.029327296
LaRbHf2O6,3.89915001,,0,1,4,4,0.96,1.3,0.896785662,0.674603175,1.123809524,0.674603175,-2.48,-2.14,28.6,1.1,74.8,0,2.516,11.715948,1.2092,-0.6828386,-0.050796367,0.029327296
LiRbGa2O6,3.87522101,,0,1,2,3,0.9,1.81,0.889134269,0.603174603,1.015873016,0.603174603,-2.54,-1.63,15,1,78.9,-0.4,2.606,20.115948,1.164,-0.7124801,0.030344454,-0.015172227
BaRbMn2O6,3.70249001,1.740613695,3.9,2,3,2,0.855,1.55,1.050470423,0.514550265,1.25,0.514550265,-2.585,-1.89,19.1,1.09,74.9,-0.5,2.545,9.175948,1.200666667,-0.6864462,-0.024220011,0.01398343
K2Mn2O6,3.25311101,138.4493257,3.9,2,2,2,0.82,1.55,1.030090927,0.514550265,1.206349206,0.514550265,-2.62,-1.89,13.6,1.08,74.6,-0.6,2.538,21.575948,1.189666667,-0.5788074,-0.024220011,0.01398343
Eu2Ge2O6,2.32354001,,0,1,4,-4,1.2,2.01,0.856365528,0.611111111,0.951190476,0.611111111,-2.24,-1.43,23.8,0.98,81,-1.6,2.706,14.815948,1.1497,-0.634007,0.027657296,-0.013828648
BaRbGe2O6,3.02136401,3235.258325,0,1,3,-4,0.855,2.01,0.987511194,0.611111111,1.25,0.611111111,-2.585,-1.43,20.5,1.06,79.7,-1.7,2.637,19.615948,1.225,-0.7335236,0.027657296,-0.013828648
Na2Ag2O6,5.04370201,,0,1,2,1,0.93,1.93,0.729203868,0.862433862,0.920634921,0.862433862,-2.51,-1.51,16.4,1.04,77,-0.8,2.636,114.015948,1.205333333,-1.5801154,-0.016382557,0.009458474
ScBiOs2O6,-0.67710599,-6.589480305,0,1,6,4,1.69,2.2,0.812093665,0.534126984,0.761904762,0.534126984,-1.75,-1.24,30.4,0.94,83.8,0.2,2.842,20.015948,1.0826,-0.6193757,-0.052177822,0.03012488
Rb2Tl2O6,5.40834901,2.227518695,0,1,2,1,0.82,1.62,0.79643271,1.057539683,1.317460317,1.057539683,-2.62,-1.82,28.4,1.21,78,-0.8,2.552,20.815948,1.3545,-0.8068314,0.015625586,-0.007812793
Ca2Tl2O6,4.58804801,-6.669299305,0,1,4,1,1,1.62,0.654602228,1.057539683,0.904761905,1.057539683,-2.44,-1.82,25,1.1,79.4,-0.6,2.588,49.215948,1.2505,-0.6081034,0.015625586,-0.007812793
K2Cr2O6,2.20949001,,3.7,2,2,3,0.82,1.66,0.893525842,0.746031746,1.206349206,0.746031746,-2.62,-1.78,13.4,1.08,74,-0.4,2.56,38.815948,1.248,-0.5706692,-0.016089135,0.009289066
LaAgSn2O6,3.52085001,,0,1,4,-4,1.515,1.96,0.80837981,0.658730159,0.896296296,0.658730159,-1.925,-1.48,25.2,1.005,87.6,-1.6,2.759,57.715948,1.147866667,-1.7676165,0.027347502,-0.013673751
NaRbTl2O6,5.35936001,,0,1,2,1,0.875,1.62,0.728244978,1.057539683,1.119047619,1.057539683,-2.565,-1.82,25.8,1.155,78.2,-0.8,2.563,29.015948,1.3045,-0.8996664,0.015625586,-0.007812793
CaRbGe2O6,3.87467501,-6.237948305,0,1,3,-4,0.91,2.01,0.926553713,0.611111111,1.111111111,0.611111111,-2.53,-1.43,16.9,1.025,79.9,-1.7,2.648,37.815948,1.19,-0.735768,0.027657296,-0.013828648
NaLiPb2O6,5.24615001,,0,1,2,2,0.955,2.33,0.679653527,0.890873016,0.817460317,0.890873016,-2.485,-1.11,22.6,1.045,79.3,-0.6,2.721,29.515948,1.1865,-0.8111487,0.019028072,-0.009514036
Eu2Re2O6,-0.61636899,,0,1,4,4,1.2,1.9,0.881329288,0.56547619,0.951190476,0.56547619,-2.24,-1.54,32.4,1,75.8,0,2.684,12.415948,1.1382,-0.5860742,-0.051535313,0.029753927
Na2In2O6,5.10000701,,0,1,2,3,0.93,1.78,0.777817459,0.746031746,0.920634921,0.746031746,-2.51,-1.66,16.8,1.03,78.6,-0.4,2.606,44.415948,1.176,-1.7480252,0.024984978,-0.012492489
CaRbPb2O6,4.67121901,0.001966695,0,1,3,2,0.91,2.33,0.789466543,0.890873016,1.111111111,0.890873016,-2.53,-1.11,26.9,1.135,79.5,-0.5,2.712,32.815948,1.2605,-0.7219008,0.019028072,-0.009514036
BiSnHf2O6,-0.21800399,-2.590187305,0,1,-1,4,1.99,1.3,0.734754321,0.674603175,0.740079365,0.674603175,-1.45,-2.14,32.5,0.975,87.6,-0.5,2.722,12.115948,1.1125,-1.0533566,-0.050796367,0.029327296
Tb2Ge2O6,2.28225101,,0,1,6,-4,1.1,2.01,0.780778251,0.611111111,0.778968254,0.611111111,-2.34,-1.43,24.2,0.96,82.6,-1.4,2.686,14.215948,1.1063,-0.6344572,0.027657296,-0.013828648
Na2Rh2O6,3.16272001,-0.993946305,0,1,2,3,0.93,2.28,0.853465541,0.591269841,0.920634921,0.591269841,-2.51,-1.16,16,0.99,75.8,-0.4,2.706,58.015948,1.137,-1.5005984,-0.03567009,0.020594136
BaRbSn2O6,4.61464201,1.488033695,0,1,3,-4,0.855,1.96,0.959161591,0.658730159,1.25,0.658730159,-2.585,-1.48,24.1,1.1,79.5,-1.7,2.627,21.015948,1.237,-1.557486,0.027347502,-0.013673751
Na2Pd2O6,4.02934501,-0.980802305,0,1,2,2,0.93,2.2,0.812438414,0.671626984,0.920634921,0.671626984,-2.51,-1.24,16.2,1,76.6,-0.6,2.69,42.415948,1.15725,-1.513332,-0.027561867,0.015912851
Na2Tl2O6,5.20485001,2.052878695,0,1,2,1,0.93,1.62,0.660057246,1.057539683,0.920634921,1.057539683,-2.51,-1.82,23.2,1.1,78.4,-0.8,2.574,37.215948,1.2545,-0.9925014,0.015625586,-0.007812793
LaTlW2O6,-1.88944299,-1.633958305,6.2,1,4,4,1.36,2.36,0.876527473,0.608465608,0.993849206,0.608465608,-2.08,-1.08,33.4,1.015,82.7,0,2.808,39.915948,1.159783333,-0.6008251,-0.049758765,0.028728236
Bi2Ru2O6,-0.02125099,-4.780460305,0,1,6,3,2.02,2.2,0.844773588,0.524603175,0.821428571,0.524603175,-1.42,-1.24,30.2,0.94,90.4,0,2.908,25.615948,1.0952,-1.1337156,-0.046062567,0.026594236
SrRbGe2O6,3.72321301,-6.773267305,0,1,3,-4,0.885,2.01,0.957903275,0.611111111,1.182539683,0.611111111,-2.555,-1.43,18.7,1.045,79.8,-1.7,2.643,21.315948,1.208,-0.8671586,0.027657296,-0.013828648
Na2Ga2O6,5.36829101,2.260084695,0,1,2,3,0.93,1.81,0.847127926,0.603174603,0.920634921,0.603174603,-2.51,-1.63,13.2,0.98,79,-0.4,2.612,33.815948,1.14,-1.0011012,0.030344454,-0.015172227
BaRbFe2O6,-0.76039099,,5.3,1,3,2,0.855,1.83,0.948945668,0.676587302,1.25,0.676587302,-2.585,-1.61,19.3,1.09,75.1,-0.5,2.601,23.615948,1.2415,-0.6878146,-0.014558428,0.008405312
LiRbGe2O6,4.15067001,,0,1,2,-4,0.9,2.01,0.884754298,0.611111111,1.015873016,0.611111111,-2.54,-1.43,15.2,0.99,79.5,-1.8,2.646,26.315948,1.166,-0.7321809,0.027657296,-0.013828648
ScSnW2O6,-2.35523399,,6.2,1,-1,4,1.66,2.36,0.738798656,0.608465608,0.680555556,0.608465608,-1.78,-1.08,26.7,0.935,81.8,-0.5,2.868,42.315948,1.080833333,-1.0293811,-0.049758765,0.028728236
LaEuGe2O6,1.65007501,-2.975262305,0,1,5,-4,1.15,2.01,0.851750176,0.611111111,0.940674603,0.611111111,-2.29,-1.43,23.2,0.99,82.5,-1.5,2.696,14.715948,1.14705,-0.6342877,0.027657296,-0.013828648
K2Sn2O6,4.81333801,1.712359695,0,1,2,-4,0.82,1.96,0.940553518,0.658730159,1.206349206,0.658730159,-2.62,-1.48,18.6,1.09,79.2,-1.8,2.62,33.415948,1.226,-1.4498472,0.027347502,-0.013673751
Li2Pd2O6,3.90770301,,0,1,2,2,0.98,2.2,0.725151643,0.671626984,0.714285714,0.671626984,-2.46,-1.24,14.6,0.93,76.8,-0.6,2.7,31.415948,1.10525,-1.1217598,-0.027561867,0.015912851
SrRbPb2O6,4.73360801,0.785241695,0,1,3,2,0.885,2.33,0.816177817,0.890873016,1.182539683,0.890873016,-2.555,-1.11,28.7,1.155,79.4,-0.5,2.707,16.315948,1.2785,-0.8532914,0.019028072,-0.009514036
SrNaPb2O6,4.51153901,-0.059890305,0,1,3,2,0.94,2.33,0.741979833,0.890873016,0.984126984,0.890873016,-2.5,-1.11,26.1,1.1,79.6,-0.5,2.718,24.515948,1.2285,-0.9461264,0.019028072,-0.009514036
LaBiMo2O6,-2.54760799,-4.686386305,4.38,1,6,4,1.56,2.16,0.821251537,0.615079365,0.875793651,0.615079365,-1.88,-1.28,27.2,1.005,83.8,0.2,2.808,29.915948,1.1317,-1.0256182,-0.044569724,0.025732342
NaRbGa2O6,5.24280901,2.210294695,0,1,2,3,0.875,1.81,0.934641141,0.603174603,1.119047619,0.603174603,-2.565,-1.63,15.8,1.035,78.8,-0.4,2.601,25.615948,1.19,-0.9082662,0.030344454,-0.015172227
Sn2Au2O6,4.76839101,,0,1,-8,3,1.96,2.54,0.634271748,0.849206349,0.658730159,0.849206349,-1.48,-0.9,30.6,0.92,91.2,-1.4,2.964,77.415948,1.136,-1.464551,-0.021083525,0.012172579
Na2Sn2O6,4.84465801,1.492476695,0,1,2,-4,0.93,1.96,0.81875522,0.658730159,0.920634921,0.658730159,-2.51,-1.48,17,1.01,79.4,-1.8,2.642,41.415948,1.154,-1.8447644,0.027347502,-0.013673751
Rb2In2O6,5.49082001,2.274891695,0,1,2,3,0.82,1.78,0.938523546,0.746031746,1.317460317,0.746031746,-2.62,-1.66,22,1.14,78.2,-0.4,2.584,28.015948,1.276,-1.5623552,0.024984978,-0.012492489
Li2Ru2O6,2.25974301,-2.518607305,0,1,2,3,0.98,2.2,0.795081024,0.524603175,0.714285714,0.524603175,-2.46,-1.24,14.2,0.91,75.4,-0.4,2.7,41.015948,1.0682,-1.0695978,-0.046062567,0.026594236
CaLiPb2O6,3.58094401,-1.555850305,0,1,3,2,0.99,2.33,0.676685608,0.890873016,0.80952381,0.890873016,-2.45,-1.11,23.5,1.045,79.8,-0.5,2.728,35.515948,1.1845,-0.6189497,0.019028072,-0.009514036
RbPbTl2O6,4.18115201,,0,1,3,1,1.575,1.62,0.723130898,1.057539683,1.104166667,1.057539683,-1.865,-1.82,32.9,1.155,85.3,-0.7,2.703,18.515948,1.30075,-0.729045,0.015625586,-0.007812793
RbAgPb2O6,4.77671401,1.398907695,0,1,2,2,1.375,2.33,0.781552091,0.890873016,1.08994709,0.890873016,-2.065,-1.11,29.6,1.115,85,-0.6,2.805,55.815948,1.255166667,-1.0300687,0.019028072,-0.009514036
K2Fe2O6,0.42246901,-12.0376783,5.3,1,2,2,0.82,1.83,0.930535788,0.676587302,1.206349206,0.676587302,-2.62,-1.61,13.8,1.08,74.8,-0.6,2.594,36.015948,1.2305,-0.5801758,-0.014558428,0.008405312
K2Ge2O6,3.95024601,-7.021615305,0,1,2,-4,0.82,2.01,0.968353129,0.611111111,1.206349206,0.611111111,-2.62,-1.43,15,1.05,79.4,-1.8,2.63,32.015948,1.214,-0.6258848,0.027657296,-0.013828648
Rb2Sn2O6,4.71036301,1.631871695,0,1,2,-4,0.82,1.96,0.987919522,0.658730159,1.317460317,0.658730159,-2.62,-1.48,22.2,1.12,79,-1.8,2.62,25.015948,1.254,-1.6590944,0.027347502,-0.013673751
Bi2Ir2O6,1.38767101,59.85549969,0,1,6,3,2.02,2.2,0.801387685,0.607142857,0.821428571,0.607142857,-1.42,-1.24,36.8,0.95,91.2,0,2.908,31.615948,1.116,-0.6471452,-0.040770942,0.023539114
Li2Sn2O6,5.23098201,2.171523695,0,1,2,-4,0.98,1.96,0.730789783,0.658730159,0.714285714,0.658730159,-2.46,-1.48,15.4,0.94,79.6,-1.8,2.652,30.415948,1.102,-1.4531922,0.027347502,-0.013673751
Bi2Rh2O6,1.85547001,-2.659091305,0,1,6,3,2.02,2.28,0.809381577,0.591269841,0.821428571,0.591269841,-1.42,-1.16,30.4,0.95,91,0,2.924,31.615948,1.112,-1.173144,-0.03567009,0.020594136
Li2Rh2O6,3.33283801,,0,1,2,3,0.98,2.28,0.761770896,0.591269841,0.714285714,0.591269841,-2.46,-1.16,14.4,0.92,76,-0.4,2.716,47.015948,1.085,-1.1090262,-0.03567009,0.020594136
BaRbCo2O6,1.03780101,,3.32,2,3,2,0.855,1.88,0.988322625,0.60978836,1.25,0.60978836,-2.585,-1.56,19.5,1.08,75.7,-0.5,2.611,27.615948,1.224666667,-0.6891184,-0.015540806,0.008972489
BaRbCo2O6,1.03780101,,3.32,2,3,2,0.855,1.88,0.988322625,0.60978836,1.25,0.60978836,-2.585,-1.56,19.5,1.08,75.7,-0.5,2.611,27.615948,1.224666667,-0.6891184,-0.015540806,0.008972489
RbEuTi2O6,3.06698501,0.272366695,0,1,3,4,1.01,1.54,0.900514717,0.675925926,1.134325397,0.675925926,-2.43,-1.9,19.2,1.06,73.5,-0.1,2.574,11.615948,1.212183333,-0.6826861,-0.023694947,0.013680284
BaTlTi2O6,3.44063301,-0.858942305,0,1,3,4,1.255,1.54,0.894487288,0.675925926,1.120039683,0.675925926,-2.185,-1.9,22.9,1.045,80,-0.1,2.623,10.815948,1.208583333,-0.5966371,-0.023694947,0.013680284
BaSrCo2O6,1.45711801,0.211443695,3.32,2,4,2,0.92,1.88,0.929058129,0.60978836,1.115079365,0.60978836,-2.52,-1.56,19.6,1.045,76.3,-0.4,2.624,25.315948,1.190666667,-0.721145,-0.015540806,0.008972489
KCaCo2O6,2.49163201,-1.250660305,3.32,2,3,2,0.91,1.88,0.902912028,0.60978836,1.055555556,0.60978836,-2.53,-1.56,14.1,1.03,76,-0.5,2.622,50.015948,1.175666667,-0.5867392,-0.015540806,0.008972489
SrTlCo2O6,3.12186501,,3.32,2,3,2,1.285,1.88,0.901604723,0.60978836,1.052579365,0.60978836,-2.155,-1.56,22.1,1.02,82.7,-0.5,2.697,28.115948,1.174916667,-0.7377503,-0.015540806,0.008972489
KRbCo2O6,3.27109801,-0.218113305,3.32,2,2,2,0.82,1.88,0.993551845,0.60978836,1.261904762,0.60978836,-2.62,-1.56,15.8,1.085,75.3,-0.6,2.604,35.815948,1.227666667,-0.6861032,-0.015540806,0.008972489
KBaCo2O6,1.68884501,-2.243471305,3.32,2,3,2,0.855,1.88,0.963919597,0.60978836,1.194444444,0.60978836,-2.585,-1.56,17.7,1.065,75.8,-0.5,2.611,31.815948,1.210666667,-0.5844948,-0.015540806,0.008972489
BaRbTi2O6,4.50712001,1.602430695,0,1,3,4,0.855,1.54,0.949320154,0.675925926,1.25,0.675925926,-2.585,-1.9,18.5,1.09,73.1,-0.1,2.543,12.015948,1.241333333,-0.6816402,-0.023694947,0.013680284
BiPrTl2O6,0.99518301,,0,1,6,1,1.575,1.62,0.629372767,1.057539683,0.831349206,1.057539683,-1.865,-1.82,35.2,1.085,88,-0.4,2.703,11.315948,1.232,-0.6348806,0.015625586,-0.007812793
CePrGa2O6,2.61172101,,0,1,6,3,1.125,1.81,0.815623168,0.603174603,0.849206349,0.603174603,-2.315,-1.63,22.7,0.99,83.1,0,2.651,8.215948,1.122,-0.6142649,0.030344454,-0.015172227
LaBaPb2O6,2.49613401,,0,1,5,2,0.995,2.33,0.768987899,0.890873016,1.056349206,0.890873016,-2.445,-1.11,32.5,1.13,81.7,-0.3,2.729,10.115948,1.2467,-0.6193746,0.019028072,-0.009514036
LaTlSn2O6,2.83420401,-1.186236305,0,1,4,-4,1.36,1.96,0.849966034,0.658730159,0.993849206,0.658730159,-2.08,-1.48,28.6,1.035,88.3,-1.6,2.728,19.315948,1.17245,-1.4738095,0.027347502,-0.013673751
Ce2Ti2O6,-1.43019999,-1.328813305,0,1,6,4,1.12,1.54,0.783565841,0.675925926,0.857142857,0.675925926,-2.32,-1.9,20.8,1.01,77.2,0.2,2.596,6.615948,1.142333333,-0.5830332,-0.023694947,0.013680284
La2Pb2O6,3.41953601,,0,1,6,2,1.1,2.33,0.721797982,0.890873016,0.93015873,0.890873016,-2.34,-1.11,32.6,1.11,83.6,-0.2,2.75,9.615948,1.2149,-0.6207012,0.019028072,-0.009514036
LaScSn2O6,2.08427601,-2.660566305,0,1,6,-4,1.23,1.96,0.774265009,0.658730159,0.816269841,0.658730159,-2.21,-1.48,22.6,1.005,82.4,-1.4,2.702,16.315948,1.1277,-1.4609553,0.027347502,-0.013673751
LaScPb2O6,3.26510801,,0,1,6,2,1.23,2.33,0.679208339,0.890873016,0.816269841,0.890873016,-2.21,-1.11,29,1.075,82.2,-0.2,2.776,9.915948,1.1862,-0.6231257,0.019028072,-0.009514036
LaPbPb2O6,3.18447301,-1.768701305,0,1,5,2,1.715,2.33,0.714452382,0.890873016,0.910515873,0.890873016,-1.725,-1.11,35.1,1.095,88.5,-0.3,2.873,11.815948,1.20995,-0.6431966,0.019028072,-0.009514036
Bi2Tl2O6,2.30224301,-8.202616305,0,1,6,1,2.02,1.62,0.62596338,1.057539683,0.821428571,1.057539683,-1.42,-1.82,37.6,1.06,93.6,-0.4,2.792,10.815948,1.2295,-0.665047,0.015625586,-0.007812793
Sc2Pb2O6,2.96611601,,0,1,6,2,1.36,2.33,0.636618697,0.890873016,0.702380952,0.890873016,-2.08,-1.11,25.4,1.04,80.8,-0.2,2.802,10.215948,1.1575,-0.6255502,0.019028072,-0.009514036
Sc2Tl2O6,3.06548001,,0,1,6,1,1.36,1.62,0.585050741,1.057539683,0.702380952,1.057539683,-2.08,-1.82,25.2,1.06,80,-0.4,2.66,12.415948,1.1995,-0.6111168,0.015625586,-0.007812793
Nd2Ge2O6,1.61229701,,0,1,6,-4,1.14,2.01,0.883535148,0.611111111,1.013095238,0.611111111,-2.3,-1.43,23.2,0.98,83.4,-1.4,2.694,15.415948,1.1653,-0.633281,0.027657296,-0.013828648
LaNdGe2O6,1.65301701,,0,1,6,-4,1.12,2.01,0.865334986,0.611111111,0.971626984,0.611111111,-2.32,-1.43,22.9,0.99,83.7,-1.4,2.69,15.015948,1.15485,-0.6339247,0.027657296,-0.013828648
CaEuGe2O6,1.50265001,,0,1,4,-4,1.1,2.01,0.84617692,0.611111111,0.92797619,0.611111111,-2.34,-1.43,19.5,0.975,80.8,-1.6,2.686,33.415948,1.14385,-0.6352055,0.027657296,-0.013828648
LaEuGe2O6,1.63890701,,0,1,5,-4,1.15,2.01,0.851750176,0.611111111,0.940674603,0.611111111,-2.29,-1.43,23.2,0.99,82.5,-1.5,2.696,14.715948,1.14705,-0.6342877,0.027657296,-0.013828648
LaBiSn2O6,2.12579101,,0,1,6,-4,1.56,1.96,0.799639654,0.658730159,0.875793651,0.658730159,-1.88,-1.48,28.8,1.005,89.2,-1.4,2.768,15.515948,1.1427,-1.4879204,0.027347502,-0.013673751
LaTlGe2O6,2.44264301,0.030036695,0,1,4,-4,1.36,2.01,0.875088183,0.611111111,0.993849206,0.611111111,-2.08,-1.43,25,0.995,88.5,-1.6,2.738,17.915948,1.16045,-0.6498471,0.027657296,-0.013828648
LaBiGe2O6,1.45794101,,0,1,6,-4,1.56,2.01,0.823274324,0.611111111,0.875793651,0.611111111,-1.88,-1.43,25.2,0.965,89.4,-1.4,2.778,14.115948,1.1307,-0.663958,0.027657296,-0.013828648
LaScGe2O6,1.47712401,,0,1,6,-4,1.23,2.01,0.797149689,0.611111111,0.816269841,0.611111111,-2.21,-1.43,19,0.965,82.6,-1.4,2.712,14.915948,1.1157,-0.6369929,0.027657296,-0.013828648
La2Ge2O6,1.50128001,,0,1,6,-4,1.1,2.01,0.847134824,0.611111111,0.93015873,0.611111111,-2.34,-1.43,22.6,1,84,-1.4,2.686,14.615948,1.1444,-0.6345684,0.027657296,-0.013828648
Pr2Tl2O6,4.06038401,,0,1,6,1,1.13,1.62,0.632782153,1.057539683,0.841269841,1.057539683,-2.31,-1.82,32.8,1.11,82.4,-0.4,2.614,11.815948,1.2345,-0.6047142,0.015625586,-0.007812793
CePrGa2O6,2.61433001,-2.718303305,0,1,6,3,1.125,1.81,0.815623168,0.603174603,0.849206349,0.603174603,-2.315,-1.63,22.7,0.99,83.1,0,2.651,8.215948,1.122,-0.6142649,0.030344454,-0.015172227
KPrTl2O6,2.96241101,-6.830552305,0,1,4,1,0.975,1.62,0.695514867,1.057539683,1.023809524,1.057539683,-2.465,-1.82,28.8,1.145,80.3,-0.6,2.583,20.515948,1.2805,-0.6011492,0.015625586,-0.007812793
LaScIn2O6,3.07440601,,0,1,6,3,1.23,1.78,0.735551759,0.746031746,0.816269841,0.746031746,-2.21,-1.66,22.4,1.025,81.6,0,2.666,19.315948,1.1497,-1.3642161,0.024984978,-0.012492489
KLaTl2O6,4.84805701,0.750327695,0,1,4,1,0.96,1.62,0.710788919,1.057539683,1.068253968,1.057539683,-2.48,-1.82,28.6,1.155,80.5,-0.6,2.58,20.515948,1.2917,-0.601926,0.015625586,-0.007812793
LaCaTl2O6,3.83873501,-5.004983305,0,1,5,1,1.05,1.62,0.658966242,1.057539683,0.917460317,1.057539683,-2.39,-1.82,28.7,1.115,81.1,-0.5,2.598,30.515948,1.2537,-0.6071856,0.015625586,-0.007812793
LaPrTl2O6,3.88167201,,0,1,6,1,1.115,1.62,0.648056205,1.057539683,0.885714286,1.057539683,-2.325,-1.82,32.6,1.12,82.6,-0.4,2.611,11.815948,1.2457,-0.605491,0.015625586,-0.007812793
LaPrGa2O6,3.43917601,-1.765509305,0,1,6,3,1.115,1.81,0.8317256,0.603174603,0.885714286,0.603174603,-2.325,-1.63,22.6,1,83.2,0,2.649,8.415948,1.1312,-0.6140908,0.030344454,-0.015172227
LaNdGa2O6,3.75312401,-1.289637305,0,1,6,3,1.12,1.81,0.869618822,0.603174603,0.971626984,0.603174603,-2.32,-1.63,22.7,1,83.1,0,2.65,8.815948,1.15285,-0.6142239,0.030344454,-0.015172227
CaNdGa2O6,4.28339401,-2.243637305,0,1,5,3,1.07,1.81,0.864017977,0.603174603,0.958928571,0.603174603,-2.37,-1.63,19,0.985,81.4,-0.1,2.64,27.515948,1.14965,-0.6151417,0.030344454,-0.015172227
La2Tl2O6,2.95964301,,0,1,6,1,1.1,1.62,0.663330257,1.057539683,0.93015873,1.057539683,-2.34,-1.82,32.4,1.13,82.8,-0.4,2.608,11.815948,1.2569,-0.6062678,0.015625586,-0.007812793
AgNdGa2O6,4.11940501,,0,1,4,3,1.535,1.81,0.854683234,0.603174603,0.93776455,0.603174603,-1.905,-1.63,21.7,0.965,86.9,-0.2,2.733,50.515948,1.144316667,-0.9233096,0.030344454,-0.015172227
CaPrTl2O6,3.72310301,,0,1,5,1,1.065,1.62,0.64369219,1.057539683,0.873015873,1.057539683,-2.375,-1.82,28.9,1.105,80.9,-0.5,2.601,30.515948,1.2425,-0.6064088,0.015625586,-0.007812793
AgPrTl2O6,3.43235701,-8.489207305,0,1,4,1,1.53,1.62,0.636418832,1.057539683,0.851851852,1.057539683,-1.91,-1.82,31.6,1.085,86.4,-0.6,2.694,53.515948,1.237166667,-0.9145767,0.015625586,-0.007812793
Ce2Ga2O6,2.31966701,-2.783539305,0,1,6,3,1.12,1.81,0.819123697,0.603174603,0.857142857,0.603174603,-2.32,-1.63,22.6,0.99,83.2,0,2.65,8.015948,1.124,-0.6152158,0.030344454,-0.015172227
SrPrGa2O6,4.14508301,-1.458868305,0,1,5,3,1.04,1.81,0.857629512,0.603174603,0.944444444,0.603174603,-2.4,-1.63,20.7,1.005,81.4,-0.1,2.634,10.615948,1.146,-0.7463992,0.030344454,-0.015172227
